    Name     |      Class      | Score 
GRACIELA     |  K64A3 KHMT&TT  |  0.5  
BILLIE       |  K66A2 ToanTin  |  9.3  
RAYMOND      |  K63A4 KHMT&TT  |  4.9  
KYONG        |  K63A4 KHMT&TT  |  8.6  
LEXIE        |   K64A5 KHDL    |  7.2  
JERROD       |  K67A2 ToanTin  |  4.9  
VINCENZA     |  K66A4 KHMT&TT  |  9.6  
FONDA        |  K63A2 ToanTin  |  3.2  
LASHUNDA     |   K67A5 KHDL    |  8.2  
CELESTA      |  K63A4 KHMT&TT  |  7.4  
LASHELL      |   K63A5 KHDL    |  2.3  
JOHNA        |   K65A5 KHDL    |  10.0 
LASONYA      |  K65A3 KHMT&TT  |  4.5  
MELIDA       |   K63A5 KHDL    |  5.1  
NAKESHA      |  K66A2 ToanTin  |  9.6  
DEBBIE       |  K65A4 KHMT&TT  |  7.9  
JAZMINE      |  K65A3 KHMT&TT  |  1.0  
MARCENE      |  K66A2 ToanTin  |  6.3  
EMERALD      |   K64A5 KHDL    |  5.9  
JEANNIE      |  K64A3 KHMT&TT  |  4.8  
DALTON       |  K64A1 ToanHoc  |  9.7  
RASHIDA      |   K65A5 KHDL    |  2.0  
ELIANA       |  K65A2 ToanTin  |  0.6  
DAINE        |  K64A4 KHMT&TT  |  1.9  
TYRA         |  K64A4 KHMT&TT  |  2.6  
JANEY        |  K65A2 ToanTin  |  7.7  
LEATHA       |   K64A5 KHDL    |  8.0  
ELIANA       |  K63A1 ToanHoc  |  9.1  
DELTA        |   K63A5 KHDL    |  3.2  
LILLIA       |  K65A4 KHMT&TT  |  9.6  
TAMESHA      |  K65A4 KHMT&TT  |  8.7  
DELFINA      |  K66A3 KHMT&TT  |  9.3  
LISE         |  K65A4 KHMT&TT  |  5.5  
PRESTON      |  K66A1 ToanHoc  |  8.5  
CHINA        |  K65A2 ToanTin  |  9.7  
CARMEN       |  K66A1 ToanHoc  |  0.2  
WALTON       |  K66A1 ToanHoc  |  9.9  
JULIANNA     |  K63A1 ToanHoc  |  0.9  
KANDY        |  K67A3 KHMT&TT  |  4.2  
MELANIA      |  K66A3 KHMT&TT  |  9.6  
JOELLA       |   K65A5 KHDL    |  2.0  
LILLA        |  K66A3 KHMT&TT  |  4.4  
INOCENCIA    |  K66A4 KHMT&TT  |  2.9  
ERVIN        |  K64A1 ToanHoc  |  5.9  
LONDA        |   K64A5 KHDL    |  3.5  
LEONE        |  K65A1 ToanHoc  |  5.1  
ALYSA        |  K63A3 KHMT&TT  |  0.0  
DEJA         |  K67A4 KHMT&TT  |  8.8  
MERNA        |  K65A1 ToanHoc  |  5.7  
FELIPE       |  K63A1 ToanHoc  |  0.2  
GENEVA       |  K66A1 ToanHoc  |  6.5  
SCARLETT     |  K64A1 ToanHoc  |  5.1  
WALTON       |   K63A5 KHDL    |  2.8  
LELAND       |  K67A1 ToanHoc  |  2.3  
JADWIGA      |  K67A4 KHMT&TT  |  6.8  
MADALINE     |  K64A3 KHMT&TT  |  8.7  
VANESSA      |  K65A4 KHMT&TT  |  8.0  
MARIVEL      |   K64A5 KHDL    |  2.5  
TISH         |  K67A1 ToanHoc  |  0.6  
ORETHA       |   K65A5 KHDL    |  6.3  
GRADY        |  K67A2 ToanTin  |  9.6  
FRANCISCA    |   K63A5 KHDL    |  0.7  
ANTONIETTA   |  K66A1 ToanHoc  |  5.3  
ALINA        |  K64A2 ToanTin  |  6.8  
CARMELITA    |  K65A1 ToanHoc  |  4.0  
CAMMIE       |  K63A2 ToanTin  |  2.8  
SUDIE        |  K65A2 ToanTin  |  3.4  
WILLY        |  K65A2 ToanTin  |  7.6  
JENNEFER     |   K65A5 KHDL    |  8.6  
RODRIGO      |  K65A3 KHMT&TT  |  1.0  
SCARLET      |  K65A1 ToanHoc  |  1.5  
VITO         |   K66A5 KHDL    |  7.3  
ILANA        |   K66A5 KHDL    |  0.6  
EDWINA       |  K66A2 ToanTin  |  9.8  
FREDERICA    |  K67A3 KHMT&TT  |  5.7  
SERITA       |  K65A3 KHMT&TT  |  3.0  
KAROLINE     |   K64A5 KHDL    |  3.5  
LU           |  K67A2 ToanTin  |  5.9  
FUMIKO       |   K65A5 KHDL    |  8.8  
WAVA         |  K64A4 KHMT&TT  |  6.0  
BORIS        |  K63A2 ToanTin  |  7.7  
GLADY        |   K63A5 KHDL    |  2.8  
ALPHA        |  K63A4 KHMT&TT  |  3.7  
JENETTE      |  K65A2 ToanTin  |  2.2  
ALYSE        |  K64A4 KHMT&TT  |  9.2  
JOSE         |   K67A5 KHDL    |  3.6  
DELMAR       |  K66A1 ToanHoc  |  9.2  
KERSTIN      |  K67A2 ToanTin  |  6.7  
HEATHER      |  K67A2 ToanTin  |  0.9  
LYNDON       |  K65A1 ToanHoc  |  9.5  
LAKIA        |  K66A2 ToanTin  |  5.8  
FRANCESCA    |  K67A3 KHMT&TT  |  3.4  
CLINTON      |   K64A5 KHDL    |  2.3  
MITZIE       |  K67A4 KHMT&TT  |  7.3  
KEMBERLY     |  K65A2 ToanTin  |  0.3  
TAMERA       |  K64A3 KHMT&TT  |  4.7  
YUETTE       |  K64A4 KHMT&TT  |  7.5  
KATIE        |  K67A2 ToanTin  |  3.5  
GRACIE       |   K64A5 KHDL    |  8.2  
MABELLE      |  K63A2 ToanTin  |  3.4  
LARRAINE     |   K65A5 KHDL    |  4.3  
OSCAR        |  K65A2 ToanTin  |  5.4  
HEIDY        |  K63A2 ToanTin  |  5.3  
EVERETT      |   K65A5 KHDL    |  3.6  
MARCELL      |  K67A3 KHMT&TT  |  1.6  
ARLEEN       |  K65A1 ToanHoc  |  9.3  
ARA          |  K65A1 ToanHoc  |  4.2  
VITA         |  K67A3 KHMT&TT  |  5.5  
TONYA        |  K65A2 ToanTin  |  8.0  
CLARINDA     |  K64A2 ToanTin  |  8.6  
VERNITA      |   K64A5 KHDL    |  3.3  
BERT         |  K63A1 ToanHoc  |  9.2  
WALTRAUD     |  K63A2 ToanTin  |  3.9  
SHAUN        |  K67A1 ToanHoc  |  8.5  
SHARDA       |  K64A2 ToanTin  |  6.0  
MARSHA       |  K64A1 ToanHoc  |  4.7  
HUE          |  K67A3 KHMT&TT  |  9.4  
TOMEKA       |  K66A3 KHMT&TT  |  5.6  
BRANDA       |   K67A5 KHDL    |  3.9  
JULIAN       |  K64A3 KHMT&TT  |  5.6  
HAL          |  K67A4 KHMT&TT  |  3.8  
SONIA        |  K65A2 ToanTin  |  3.0  
ALISE        |  K64A3 KHMT&TT  |  1.6  
SUSANN       |  K66A2 ToanTin  |  3.7  
EBONI        |  K66A3 KHMT&TT  |  9.2  
PETER        |   K65A5 KHDL    |  9.1  
LAILA        |  K66A3 KHMT&TT  |  8.1  
ANNALISA     |  K65A1 ToanHoc  |  7.1  
FREDRICKA    |   K67A5 KHDL    |  0.0  
SHANTAE      |  K66A3 KHMT&TT  |  4.4  
RHIANNON     |  K63A3 KHMT&TT  |  9.9  
SHARILYN     |  K63A2 ToanTin  |  5.9  
SHA          |  K63A1 ToanHoc  |  5.1  
PENNY        |  K64A4 KHMT&TT  |  4.4  
FREDRIC      |  K65A4 KHMT&TT  |  1.6  
ROSSANA      |   K63A5 KHDL    |  5.7  
MEG          |  K65A4 KHMT&TT  |  8.3  
AMY          |  K66A2 ToanTin  |  5.5  
AGNES        |   K65A5 KHDL    |  2.6  
ZACHARY      |  K67A3 KHMT&TT  |  9.3  
THOMASINA    |  K65A4 KHMT&TT  |  1.8  
KYM          |  K65A4 KHMT&TT  |  6.0  
ELLIOT       |  K66A2 ToanTin  |  8.4  
HOLLY        |   K64A5 KHDL    |  3.9  
JOHNA        |  K63A2 ToanTin  |  4.0  
LESLI        |  K64A3 KHMT&TT  |  9.6  
RACHAL       |   K64A5 KHDL    |  4.9  
SHANE        |   K64A5 KHDL    |  4.8  
DACIA        |  K64A4 KHMT&TT  |  7.9  
TESHA        |  K64A2 ToanTin  |  9.8  
WYNELL       |  K67A3 KHMT&TT  |  5.1  
LAVERNE      |  K67A1 ToanHoc  |  8.3  
SUZI         |  K66A3 KHMT&TT  |  4.6  
VIVIEN       |  K63A2 ToanTin  |  4.6  
LAKESHIA     |   K66A5 KHDL    |  0.3  
JENNEFER     |  K66A4 KHMT&TT  |  9.8  
STEPHANI     |  K65A3 KHMT&TT  |  1.2  
STEVE        |   K63A5 KHDL    |  8.8  
KAY          |  K64A2 ToanTin  |  4.3  
JOHNIE       |  K63A4 KHMT&TT  |  4.9  
CHRISTENA    |   K63A5 KHDL    |  1.2  
SYNTHIA      |  K66A3 KHMT&TT  |  7.2  
LEATRICE     |  K63A2 ToanTin  |  3.0  
BERNARDA     |  K67A4 KHMT&TT  |  6.8  
YAEL         |  K63A4 KHMT&TT  |  7.5  
TABITHA      |  K63A4 KHMT&TT  |  5.0  
MONA         |  K67A1 ToanHoc  |  3.6  
ERLINE       |  K65A3 KHMT&TT  |  6.8  
ROLLAND      |  K65A1 ToanHoc  |  1.1  
JESTINE      |  K64A1 ToanHoc  |  8.9  
SHANNAN      |   K65A5 KHDL    |  3.1  
ELSE         |  K66A4 KHMT&TT  |  7.5  
KENA         |  K63A3 KHMT&TT  |  1.9  
CLARITA      |  K66A1 ToanHoc  |  2.4  
CYNDI        |  K63A2 ToanTin  |  8.5  
KATHRIN      |  K64A3 KHMT&TT  |  5.4  
DION         |  K64A3 KHMT&TT  |  8.8  
BENITO       |  K63A1 ToanHoc  |  7.3  
DENNA        |  K67A3 KHMT&TT  |  6.3  
YURI         |   K67A5 KHDL    |  9.3  
CLARISA      |  K65A2 ToanTin  |  3.3  
WAN          |  K63A4 KHMT&TT  |  4.5  
LAWERENCE    |  K67A2 ToanTin  |  8.6  
LUPITA       |  K65A2 ToanTin  |  1.0  
SATURNINA    |  K64A4 KHMT&TT  |  1.6  
LAKEISHA     |  K65A3 KHMT&TT  |  6.8  
ROGER        |  K67A2 ToanTin  |  6.2  
GOLDIE       |  K67A2 ToanTin  |  7.7  
DENA         |  K63A2 ToanTin  |  5.9  
KENDRICK     |  K63A2 ToanTin  |  8.3  
LON          |  K64A4 KHMT&TT  |  3.8  
REX          |  K67A4 KHMT&TT  |  3.4  
SHAYNE       |  K63A2 ToanTin  |  8.5  
VITA         |  K64A2 ToanTin  |  4.7  
ALITA        |  K65A4 KHMT&TT  |  1.6  
RIKKI        |  K67A2 ToanTin  |  8.2  
NENA         |  K65A2 ToanTin  |  2.8  
BEVERLEY     |   K64A5 KHDL    |  4.0  
LOMA         |  K64A4 KHMT&TT  |  2.5  
DUANE        |  K66A4 KHMT&TT  |  1.8  
CHRIS        |  K67A2 ToanTin  |  3.7  
EDEN         |  K66A3 KHMT&TT  |  7.0  
MITCH        |  K64A1 ToanHoc  |  3.2  
EVONNE       |  K67A1 ToanHoc  |  1.5  
CRISTINE     |  K64A4 KHMT&TT  |  6.6  
TAMICA       |  K66A1 ToanHoc  |  1.4  
DAKOTA       |  K65A2 ToanTin  |  0.8  
WILDA        |  K65A2 ToanTin  |  3.7  
ERIC         |  K66A1 ToanHoc  |  6.1  
ERICA        |   K65A5 KHDL    |  5.4  
SHERRI       |  K67A2 ToanTin  |  9.7  
CORTEZ       |  K63A1 ToanHoc  |  6.6  
CONCETTA     |   K66A5 KHDL    |  8.3  
PRUDENCE     |  K67A2 ToanTin  |  9.4  
ELIZA        |  K65A1 ToanHoc  |  6.4  
VERSIE       |   K65A5 KHDL    |  2.7  
MAJORIE      |   K67A5 KHDL    |  7.8  
AIDA         |  K67A2 ToanTin  |  10.0 
JEANINE      |  K64A3 KHMT&TT  |  3.1  
LOYCE        |  K65A2 ToanTin  |  1.9  
EDUARDO      |  K65A2 ToanTin  |  6.1  
KIP          |  K63A4 KHMT&TT  |  0.7  
FUMIKO       |  K64A2 ToanTin  |  2.3  
MUOI         |  K64A2 ToanTin  |  9.5  
CODI         |  K65A2 ToanTin  |  0.8  
FLO          |  K63A3 KHMT&TT  |  3.4  
ALANE        |  K63A4 KHMT&TT  |  0.6  
ALPHONSO     |  K66A2 ToanTin  |  5.4  
PATTIE       |   K66A5 KHDL    |  4.8  
LESLI        |  K66A2 ToanTin  |  7.0  
MARTH        |  K63A4 KHMT&TT  |  4.4  
MERRIE       |  K65A4 KHMT&TT  |  3.2  
LEENA        |  K66A3 KHMT&TT  |  9.0  
RAINA        |  K66A4 KHMT&TT  |  9.6  
PAULA        |  K65A3 KHMT&TT  |  0.4  
GENNY        |  K65A1 ToanHoc  |  4.5  
MAISIE       |  K67A2 ToanTin  |  7.8  
KYOKO        |  K67A3 KHMT&TT  |  0.9  
IONE         |  K64A2 ToanTin  |  0.5  
PAMILA       |  K63A1 ToanHoc  |  2.5  
AMANDA       |  K66A4 KHMT&TT  |  7.9  
CEOLA        |  K64A1 ToanHoc  |  8.4  
ROSELYN      |   K65A5 KHDL    |  5.0  
GRICELDA     |  K64A2 ToanTin  |  3.8  
VEOLA        |  K67A3 KHMT&TT  |  5.4  
CARLO        |  K64A4 KHMT&TT  |  6.7  
RYAN         |  K64A4 KHMT&TT  |  1.9  
MINERVA      |   K65A5 KHDL    |  2.6  
ANTIONETTE   |   K63A5 KHDL    |  4.6  
HUONG        |  K65A1 ToanHoc  |  6.6  
MARGARETTE   |   K66A5 KHDL    |  7.3  
COREEN       |  K67A3 KHMT&TT  |  3.5  
ANISHA       |   K66A5 KHDL    |  1.8  
HARLEY       |  K65A2 ToanTin  |  6.1  
FLETCHER     |  K66A4 KHMT&TT  |  6.9  
GENE         |   K65A5 KHDL    |  5.9  
CARSON       |  K64A3 KHMT&TT  |  1.9  
TAMICA       |   K64A5 KHDL    |  7.7  
DORTHEY      |  K63A3 KHMT&TT  |  7.7  
DIRK         |  K65A2 ToanTin  |  8.4  
MARINA       |  K66A4 KHMT&TT  |  0.8  
KEMBERLY     |   K67A5 KHDL    |  6.5  
JEANNE       |  K64A2 ToanTin  |  8.0  
JESS         |  K66A4 KHMT&TT  |  6.8  
KIRK         |  K66A4 KHMT&TT  |  1.9  
EVITA        |  K67A2 ToanTin  |  9.7  
SILVIA       |  K66A2 ToanTin  |  6.4  
CHRIS        |  K67A1 ToanHoc  |  6.1  
CLAIRE       |   K65A5 KHDL    |  7.9  
CAMERON      |  K67A2 ToanTin  |  6.6  
GERARDO      |  K65A2 ToanTin  |  5.4  
CLARETTA     |  K67A2 ToanTin  |  4.9  
RENAY        |  K67A4 KHMT&TT  |  2.5  
SUZI         |   K64A5 KHDL    |  2.4  
TAWNYA       |   K64A5 KHDL    |  6.0  
LEONOR       |  K63A3 KHMT&TT  |  3.5  
OMAR         |  K63A1 ToanHoc  |  4.8  
CLEORA       |  K64A4 KHMT&TT  |  8.2  
SHERLY       |   K67A5 KHDL    |  3.0  
PIA          |  K66A4 KHMT&TT  |  2.4  
LARAINE      |  K66A4 KHMT&TT  |  7.9  
ART          |  K66A2 ToanTin  |  8.1  
ERIKA        |  K64A2 ToanTin  |  8.8  
KEILA        |   K65A5 KHDL    |  8.8  
FRANKLIN     |  K67A3 KHMT&TT  |  7.5  
TONYA        |   K64A5 KHDL    |  9.2  
ARIANNE      |  K66A4 KHMT&TT  |  3.8  
BILLI        |  K64A1 ToanHoc  |  1.9  
MAISHA       |  K65A4 KHMT&TT  |  4.1  
KRYSTAL      |  K65A2 ToanTin  |  1.9  
TENA         |   K65A5 KHDL    |  1.7  
ANITRA       |  K65A4 KHMT&TT  |  8.9  
THUY         |  K67A3 KHMT&TT  |  6.8  
RAYMON       |   K65A5 KHDL    |  5.3  
AIDE         |  K66A4 KHMT&TT  |  4.0  
VINCE        |   K63A5 KHDL    |  0.3  
LAVON        |   K65A5 KHDL    |  3.9  
KARLENE      |  K66A3 KHMT&TT  |  9.8  
JAMMIE       |  K66A3 KHMT&TT  |  8.7  
TENA         |  K63A4 KHMT&TT  |  6.2  
EDA          |  K67A4 KHMT&TT  |  10.0 
JOHNATHON    |  K63A2 ToanTin  |  8.5  
TERENCE      |   K63A5 KHDL    |  8.5  
WESLEY       |  K64A1 ToanHoc  |  7.8  
IVA          |   K66A5 KHDL    |  9.7  
KILEY        |   K66A5 KHDL    |  2.8  
KENYATTA     |  K67A3 KHMT&TT  |  3.0  
CATHERN      |  K63A4 KHMT&TT  |  7.4  
TED          |   K66A5 KHDL    |  2.5  
KARIN        |  K67A4 KHMT&TT  |  4.1  
CHANTELL     |  K64A3 KHMT&TT  |  7.6  
REANNA       |   K63A5 KHDL    |  6.1  
BLAINE       |   K66A5 KHDL    |  3.5  
TAMALA       |  K65A3 KHMT&TT  |  4.6  
ROSSIE       |  K65A4 KHMT&TT  |  1.6  
JOESPH       |  K67A2 ToanTin  |  9.0  
AUDIE        |  K66A3 KHMT&TT  |  2.5  
MARGRETT     |  K64A2 ToanTin  |  7.2  
NATALIE      |   K67A5 KHDL    |  9.0  
ROXIE        |  K64A1 ToanHoc  |  7.7  
MILES        |   K64A5 KHDL    |  2.8  
CHERRY       |  K67A1 ToanHoc  |  4.3  
ELROY        |  K67A2 ToanTin  |  2.5  
NATASHA      |  K64A1 ToanHoc  |  7.7  
MYLES        |  K63A2 ToanTin  |  9.4  
BREANNE      |  K64A4 KHMT&TT  |  3.5  
JIM          |  K67A1 ToanHoc  |  8.4  
DEIRDRE      |   K67A5 KHDL    |  5.5  
QUINN        |  K66A2 ToanTin  |  6.1  
MIMI         |  K67A1 ToanHoc  |  8.7  
GEORGIE      |   K67A5 KHDL    |  7.3  
ANGELYN      |  K66A1 ToanHoc  |  5.8  
GIUSEPPINA   |  K66A4 KHMT&TT  |  3.8  
LIZETTE      |  K66A3 KHMT&TT  |  1.5  
ELEANORE     |  K65A4 KHMT&TT  |  1.6  
VASHTI       |  K63A2 ToanTin  |  5.8  
JOETTA       |  K63A1 ToanHoc  |  3.7  
FRANCINE     |  K63A1 ToanHoc  |  9.1  
VANNA        |  K67A2 ToanTin  |  2.3  
LYNDSEY      |  K65A2 ToanTin  |  0.3  
FRANK        |   K65A5 KHDL    |  8.9  
LASHAWNDA    |  K66A1 ToanHoc  |  9.0  
ETSUKO       |  K63A1 ToanHoc  |  1.3  
ZACKARY      |  K64A4 KHMT&TT  |  2.5  
MELANY       |   K67A5 KHDL    |  4.3  
MARA         |  K65A2 ToanTin  |  1.7  
MAGEN        |  K64A2 ToanTin  |  5.8  
DARRYL       |  K67A4 KHMT&TT  |  3.2  
JANN         |  K63A2 ToanTin  |  4.0  
KATELYN      |   K65A5 KHDL    |  8.7  
OZIE         |  K66A3 KHMT&TT  |  3.9  
TEDDY        |  K64A3 KHMT&TT  |  1.4  
ISADORA      |  K65A4 KHMT&TT  |  8.1  
LIZETTE      |  K64A3 KHMT&TT  |  7.5  
KEVEN        |  K64A2 ToanTin  |  2.9  
PHILLIP      |  K67A2 ToanTin  |  7.2  
LANITA       |  K65A4 KHMT&TT  |  3.3  
DORIAN       |  K67A2 ToanTin  |  5.8  
MADELAINE    |  K65A2 ToanTin  |  6.5  
BONNY        |   K67A5 KHDL    |  8.9  
DORTHEA      |  K66A4 KHMT&TT  |  7.3  
WARNER       |  K66A2 ToanTin  |  7.0  
IRVIN        |  K64A4 KHMT&TT  |  3.2  
EDDA         |  K65A3 KHMT&TT  |  4.4  
MARIBEL      |   K66A5 KHDL    |  7.4  
MAYBELLE     |  K65A3 KHMT&TT  |  9.1  
CARRIE       |  K67A4 KHMT&TT  |  7.2  
IRWIN        |  K64A4 KHMT&TT  |  9.6  
MITCHEL      |  K63A1 ToanHoc  |  1.7  
YOUNG        |  K67A3 KHMT&TT  |  3.6  
JEANETT      |   K66A5 KHDL    |  4.3  
BESSIE       |  K66A3 KHMT&TT  |  1.3  
MARIAN       |  K67A2 ToanTin  |  9.4  
LINO         |  K64A1 ToanHoc  |  4.6  
KARISSA      |  K64A3 KHMT&TT  |  2.2  
DEIRDRE      |  K63A3 KHMT&TT  |  8.9  
KEITHA       |   K63A5 KHDL    |  4.3  
JANINE       |  K65A1 ToanHoc  |  8.0  
MANDIE       |  K63A1 ToanHoc  |  2.7  
ELENORA      |  K65A3 KHMT&TT  |  8.6  
OLIMPIA      |  K67A1 ToanHoc  |  0.0  
LOLITA       |   K65A5 KHDL    |  3.3  
CARLITA      |  K63A4 KHMT&TT  |  0.5  
ANTHONY      |  K65A3 KHMT&TT  |  5.8  
MASON        |  K63A3 KHMT&TT  |  8.7  
MICAELA      |  K67A2 ToanTin  |  1.5  
SHELBA       |   K67A5 KHDL    |  1.6  
CECILIA      |   K66A5 KHDL    |  3.5  
JEANE        |  K64A2 ToanTin  |  10.0 
LATOYIA      |  K66A3 KHMT&TT  |  4.2  
CELESTA      |  K63A1 ToanHoc  |  2.8  
SHAWNTA      |  K66A2 ToanTin  |  0.6  
TREVOR       |  K64A4 KHMT&TT  |  5.0  
KRISTEL      |  K64A2 ToanTin  |  5.6  
ELENE        |  K66A1 ToanHoc  |  4.5  
SUSIE        |  K66A4 KHMT&TT  |  2.8  
ELDEN        |  K63A2 ToanTin  |  9.8  
MADELYN      |  K67A2 ToanTin  |  8.1  
JUNE         |  K66A4 KHMT&TT  |  6.6  
GEORGIE      |  K63A4 KHMT&TT  |  0.1  
FRIDA        |   K67A5 KHDL    |  1.5  
MI           |  K65A4 KHMT&TT  |  3.4  
HANNA        |   K63A5 KHDL    |  0.6  
KATHLINE     |  K64A1 ToanHoc  |  6.3  
KELI         |  K65A3 KHMT&TT  |  7.6  
TEOFILA      |  K63A3 KHMT&TT  |  8.4  
DORIA        |  K66A1 ToanHoc  |  0.2  
CARMELITA    |  K66A4 KHMT&TT  |  1.3  
LIGIA        |  K64A4 KHMT&TT  |  6.2  
TERRY        |   K67A5 KHDL    |  0.0  
WINDY        |  K65A2 ToanTin  |  4.7  
FLOR         |  K63A3 KHMT&TT  |  1.8  
KATHERINE    |  K67A1 ToanHoc  |  0.3  
KA           |  K65A2 ToanTin  |  7.0  
MIGUELINA    |  K67A1 ToanHoc  |  0.7  
WES          |   K65A5 KHDL    |  8.9  
MERILYN      |  K65A4 KHMT&TT  |  9.5  
JANEAN       |  K66A3 KHMT&TT  |  8.6  
VALDA        |   K63A5 KHDL    |  7.6  
TASHINA      |  K67A1 ToanHoc  |  8.6  
CRISSY       |  K63A1 ToanHoc  |  9.4  
KALI         |  K63A2 ToanTin  |  3.6  
KRYSTINA     |  K63A4 KHMT&TT  |  2.7  
DAMION       |  K63A4 KHMT&TT  |  5.5  
IVELISSE     |  K67A4 KHMT&TT  |  0.0  
SAMUEL       |  K63A3 KHMT&TT  |  0.3  
LEONARDO     |  K67A4 KHMT&TT  |  5.6  
TERRIE       |   K64A5 KHDL    |  6.9  
CELESTA      |  K64A3 KHMT&TT  |  5.3  
QUENTIN      |  K67A3 KHMT&TT  |  3.0  
GAYLA        |  K66A1 ToanHoc  |  1.7  
LILIANA      |  K64A3 KHMT&TT  |  1.1  
BUSTER       |  K63A2 ToanTin  |  5.3  
VADA         |  K66A3 KHMT&TT  |  4.2  
CORIE        |  K65A4 KHMT&TT  |  1.7  
REED         |  K64A3 KHMT&TT  |  8.7  
LAVONIA      |  K66A2 ToanTin  |  9.6  
MARYBELLE    |  K65A4 KHMT&TT  |  6.4  
CLEORA       |  K64A4 KHMT&TT  |  3.4  
MINNA        |  K65A2 ToanTin  |  0.5  
JACKQUELINE  |  K65A3 KHMT&TT  |  6.0  
ETHYL        |  K64A4 KHMT&TT  |  2.9  
HELENA       |  K64A2 ToanTin  |  4.8  
ELISE        |  K64A3 KHMT&TT  |  1.8  
TWANDA       |  K63A2 ToanTin  |  4.7  
SYDNEY       |  K64A2 ToanTin  |  0.0  
MARCUS       |   K67A5 KHDL    |  0.1  
ROSA         |  K64A1 ToanHoc  |  2.5  
MARYLOU      |  K66A2 ToanTin  |  7.4  
KIYOKO       |  K63A3 KHMT&TT  |  3.4  
ZONIA        |  K66A3 KHMT&TT  |  9.0  
DEVORA       |  K66A3 KHMT&TT  |  1.0  
SHANAE       |  K63A1 ToanHoc  |  6.3  
NANETTE      |  K64A4 KHMT&TT  |  3.4  
BRICE        |   K64A5 KHDL    |  4.5  
DELPHA       |   K67A5 KHDL    |  6.9  
BRICE        |  K66A4 KHMT&TT  |  8.0  
SELINA       |  K64A3 KHMT&TT  |  8.4  
PAGE         |  K63A4 KHMT&TT  |  6.8  
MADGE        |  K63A2 ToanTin  |  6.5  
DIANNA       |  K66A2 ToanTin  |  0.8  
KIMBERY      |  K65A4 KHMT&TT  |  7.8  
SALLY        |  K64A4 KHMT&TT  |  7.4  
LUCINA       |   K63A5 KHDL    |  3.5  
CHIEKO       |   K66A5 KHDL    |  9.7  
JANYCE       |  K63A2 ToanTin  |  4.7  
CURTIS       |  K66A4 KHMT&TT  |  0.9  
LAVON        |  K66A1 ToanHoc  |  5.9  
CELENA       |  K67A4 KHMT&TT  |  4.9  
SUN          |   K63A5 KHDL    |  0.7  
JACQUELYNE   |  K63A1 ToanHoc  |  0.5  
SABRA        |  K67A3 KHMT&TT  |  9.5  
KRISTIN      |   K66A5 KHDL    |  8.8  
LASANDRA     |  K65A4 KHMT&TT  |  9.1  
DANILLE      |   K64A5 KHDL    |  0.1  
CRISELDA     |  K64A4 KHMT&TT  |  0.0  
DANIELLA     |  K66A2 ToanTin  |  9.2  
RETA         |   K65A5 KHDL    |  6.1  
KIMBER       |  K67A1 ToanHoc  |  6.6  
DWAIN        |  K67A2 ToanTin  |  1.5  
DREMA        |  K66A2 ToanTin  |  9.9  
GAYLE        |  K66A4 KHMT&TT  |  0.4  
LESHA        |  K67A1 ToanHoc  |  8.7  
RHODA        |   K66A5 KHDL    |  6.2  
BRENDA       |  K64A1 ToanHoc  |  8.3  
ALBERTA      |  K66A4 KHMT&TT  |  5.9  
STEFANI      |  K63A4 KHMT&TT  |  2.0  
CAROLANN     |   K63A5 KHDL    |  1.1  
JERALD       |   K65A5 KHDL    |  6.6  
DELINDA      |  K65A2 ToanTin  |  1.9  
ALMA         |  K67A4 KHMT&TT  |  8.0  
SHANELL      |   K65A5 KHDL    |  9.5  
DORIAN       |  K67A3 KHMT&TT  |  5.2  
ALMA         |  K65A1 ToanHoc  |  1.2  
KIMBERLEE    |  K64A3 KHMT&TT  |  2.5  
ADELLA       |   K66A5 KHDL    |  1.4  
DOUG         |  K66A1 ToanHoc  |  1.9  
ELBERT       |  K66A1 ToanHoc  |  0.3  
DUSTY        |   K64A5 KHDL    |  5.8  
JEREMIAH     |  K67A2 ToanTin  |  1.9  
LAVERN       |   K64A5 KHDL    |  1.3  
DANITA       |  K65A4 KHMT&TT  |  6.1  
KIESHA       |  K64A3 KHMT&TT  |  4.2  
LATASHIA     |  K66A2 ToanTin  |  9.9  
MYRTIS       |   K65A5 KHDL    |  2.1  
ELANA        |  K66A2 ToanTin  |  8.1  
MINTA        |  K64A2 ToanTin  |  2.0  
MARIELLA     |  K66A4 KHMT&TT  |  3.9  
KANDY        |  K64A1 ToanHoc  |  8.3  
ISOBEL       |   K63A5 KHDL    |  8.9  
ASHLYN       |  K63A2 ToanTin  |  8.7  
ARMIDA       |  K64A2 ToanTin  |  0.6  
CINDIE       |  K64A2 ToanTin  |  8.2  
MARCELA      |   K63A5 KHDL    |  3.2  
TEGAN        |   K64A5 KHDL    |  6.3  
WILBER       |  K67A4 KHMT&TT  |  7.0  
GIOVANNA     |  K63A4 KHMT&TT  |  0.6  
BARBARA      |  K67A3 KHMT&TT  |  3.0  
EDDA         |  K65A2 ToanTin  |  1.2  
LUE          |  K64A3 KHMT&TT  |  4.8  
HAYWOOD      |  K63A2 ToanTin  |  10.0 
JUNKO        |  K65A1 ToanHoc  |  7.6  
RICKY        |  K66A2 ToanTin  |  9.9  
CHANTELLE    |  K63A1 ToanHoc  |  1.1  
DEBBY        |  K63A1 ToanHoc  |  8.4  
